ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
980,<L 980>,,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,B,4,4,54,77,85,77,68,66,73,66,62,69,67,72,64,70,54,79,65,54,56,80,80,67,60,73,50,68,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,30,82,Trinidad and Tobago,4,0,1,3,-2,0,1,1,2,0,1,1,1,-3,N,None,4,0,Legia Warszawa,5
981,Corikes,C O R I K E S,0,0,1,0,1,0,0,0,0,0,0,0,3,183,R,B,4,4,50,72,83,71,68,68,69,67,65,61,66,67,63,60,55,80,53,40,52,76,78,63,50,73,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,35,77,Trinidad and Tobago,3,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,2,0,,0
982,Charlbinson,CHARLBINSON,0,0,1,1,0,0,0,0,0,0,0,0,4,188,R,R,5,5,59,67,83,76,82,75,67,68,73,76,65,70,63,74,56,80,59,48,47,73,82,70,59,63,50,62,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,84,Trinidad and Tobago,4,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,17,0,,0
983,Aulze Wetty,AULZE WETTY,0,0,0,0,1,0,1,1,0,0,0,0,5,180,R,B,5,5,65,65,76,82,80,80,72,77,74,76,74,77,69,69,62,80,61,56,53,66,82,76,63,64,50,67,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,82,Trinidad and Tobago,3,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,9,0,,0
984,Toni Werch,TONI WERCH,0,0,0,0,0,0,1,1,0,0,1,1,7,180,R,B,5,5,66,50,75,73,84,83,63,80,73,79,60,67,61,68,63,76,73,49,48,62,85,75,72,56,50,56,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,72,Trinidad and Tobago,1,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,23,0,,0
985,Walang,W A L A N G,0,0,0,0,0,0,0,1,0,1,0,0,8,175,L,L,4,4,73,41,74,74,79,79,62,76,82,75,73,76,74,80,70,82,70,66,67,68,75,82,75,69,50,66,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,64,Trinidad and Tobago,3,0,1,-5,2,0,1,1,1,0,0,0,-2,4,N,None,16,0,,0
986,Latepie,L A T E P I E,0,0,0,0,0,0,1,0,1,0,1,0,9,170,R,B,5,5,75,52,68,69,70,74,74,76,86,72,85,75,80,72,75,76,72,78,76,62,68,88,68,75,50,76,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,38,72,Trinidad and Tobago,4,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,10,0,,0
987,Scoklant,SCOKLANT,0,0,0,0,0,0,0,1,0,1,1,0,10,175,R,B,6,6,72,39,73,76,86,86,66,83,78,82,64,63,62,61,68,73,72,57,55,66,82,76,80,61,50,60,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,27,74,Trinidad and Tobago,3,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,20,0,,0
988,Jilbohou,JILBOHOU,0,0,0,1,1,0,1,0,0,0,0,1,12,188,R,B,5,5,68,50,82,75,79,76,70,68,76,74,65,72,63,69,69,84,73,60,44,71,81,75,73,61,50,63,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,78,Trinidad and Tobago,4,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,15,0,,0
989,Guito,G  U  I  T  O,0,0,0,0,0,0,0,0,0,1,0,1,12,175,R,B,5,5,72,43,76,74,86,84,69,82,80,81,66,65,65,66,70,79,72,53,53,70,78,78,82,62,50,61,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,73,Trinidad and Tobago,4,0,1,2,2,0,1,1,1,0,0,0,-2,4,N,None,13,0,,0
990,Kaynah,K A Y N A H,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,85,85,56,62,68,95,72,44,45,46,56,53,65,39,79,42,37,36,42,78,45,51,78,84,70,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,1,1,1,1,36,86,United States,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,18,0,,0
991,Ports,P  O  R  T  S,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,R,5,5,63,81,83,85,78,77,78,76,70,76,65,74,69,71,63,74,72,56,56,79,83,70,67,74,50,71,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C,1,1,1,1,32,81,United States,4,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,23,0,,0
992,Olieve,O L I E V E,0,0,1,0,0,0,0,0,0,0,0,0,3,192,R,B,5,5,55,73,88,80,79,70,70,76,67,76,65,69,68,73,57,81,65,57,54,77,88,67,60,67,50,68,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,24,91,United States,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,22,0,,0
993,Chilinder,CHILINDER,0,0,0,1,0,1,0,0,0,0,0,0,4,170,R,R,4,4,72,67,67,86,81,78,77,80,76,84,68,70,72,79,65,70,69,66,64,68,80,74,76,67,50,71,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,69,United States,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,6,0,,0
994,Loghints,LOGHINTS,0,0,0,1,0,1,1,1,0,0,0,0,8,178,L,L,4,4,75,56,73,80,78,72,66,76,78,75,73,69,83,73,68,76,63,75,80,61,69,79,68,70,50,72,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,71,United States,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,7,0,,0
995,Reila,R  E  I  L  A,0,0,0,0,1,0,1,1,0,0,0,0,7,175,R,B,5,5,75,72,75,81,73,69,73,74,75,69,83,72,85,72,72,72,72,78,78,65,74,84,57,78,50,84,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,C,1,2,1,1,33,73,United States,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,10,0,,0
996,Martomoeny,MARTOMOENY,0,0,1,1,1,0,1,1,0,0,0,0,4,178,R,R,5,5,60,82,75,81,74,77,84,75,62,69,72,72,69,69,58,72,60,55,55,72,75,66,55,74,50,84,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,30,78,United States,3,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,4,0,,0
997,Beyagurry,BEYAGURRY,0,0,0,0,0,0,1,1,1,1,1,0,10,173,L,B,6,5,72,43,55,82,88,86,72,90,85,88,76,73,76,83,70,75,71,74,80,60,82,86,78,60,50,62,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,C,2,2,1,1,24,60,United States,4,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,17,0,,0
998,<L 998>,,0,0,0,1,0,1,0,1,0,0,0,0,8,174,L,L,3,3,72,53,71,80,81,75,68,81,82,75,80,72,83,81,65,78,67,76,83,63,68,80,70,65,50,63,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2,2,1,1,23,68,United States,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,15,0,Sunderland AFC,17
999,Dotan,D  O  T  A  N,0,0,0,0,0,0,0,1,1,0,1,0,11,173,R,B,5,5,80,40,69,78,91,88,77,84,81,85,81,72,81,75,81,81,85,78,75,72,76,81,78,66,50,72,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,2,1,1,1,24,67,United States,2,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,21,0,,0
1000,Marcroad,MARCROAD,0,0,0,0,0,0,0,0,0,0,0,1,12,184,R,B,5,5,80,38,81,77,77,78,86,79,73,75,73,75,70,72,80,80,82,73,70,85,87,80,85,74,50,75,5,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,34,80,United States,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,20,0,,0
1001,Hallaso,H A L L A S O,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,4,4,30,84,88,60,64,60,89,69,46,48,44,52,50,60,40,83,44,38,37,40,75,48,50,70,81,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,1,1,1,27,95,United States,3,0,1,3,0,0,0,0,0,0,0,0,0,0,N,None,1,0,,0
1002,<L 1002>,,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,4,4,30,77,88,58,64,63,85,62,51,50,51,50,56,68,40,84,43,40,40,45,74,49,56,72,81,70,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,34,99,United States,1,0,1,2,2,0,1,1,1,0,0,0,-2,4,N,None,19,0,Sunderland AFC,1
1003,<L 1003>,,0,0,1,1,0,0,0,0,0,0,0,0,3,180,L,L,4,4,58,75,82,76,73,70,77,70,68,70,69,62,71,68,60,80,60,62,60,75,76,66,60,72,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,1,1,1,1,27,84,United States,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,3,0,Everton FC,3
1004,Berlanter,BERLANTER,0,0,1,0,0,0,0,0,0,0,0,0,3,185,L,B,4,4,50,75,83,76,70,67,70,66,65,61,60,69,65,72,52,80,55,46,45,79,74,64,57,71,50,70,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,33,76,United States,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,12,0,,0
1005,Cornet,C O R N E T,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,5,5,51,76,86,75,70,73,73,68,68,67,65,67,66,66,55,82,55,45,50,82,80,65,52,72,50,75,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,84,United States,1,0,1,7,2,0,1,1,1,0,0,0,-2,4,N,None,13,0,,0
1006,Anewaright,ANEWARIGHT,0,0,1,1,0,0,0,0,1,0,0,1,4,186,R,B,6,6,70,66,86,80,76,73,75,74,73,72,73,70,73,72,70,81,73,60,55,80,80,72,70,71,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,86,United States,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,2,0,,0
1007,Olafsen,O L A F S E N,0,0,0,1,1,0,1,1,0,0,0,0,5,173,R,R,5,5,69,69,73,88,76,78,80,80,75,74,73,73,72,72,66,82,66,55,56,68,76,75,68,72,50,76,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,68,United States,1,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,14,0,,0
1008,Olmilen,O L M I L E N,0,0,0,1,0,1,1,1,0,0,0,0,8,178,L,L,5,5,73,66,75,82,81,78,75,77,85,74,78,75,80,75,69,75,66,68,70,66,75,80,78,70,50,75,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,29,73,United States,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,5,0,,0
1009,Dewlay,D E W L A Y,0,0,0,0,0,0,1,0,1,0,0,0,9,186,R,B,5,5,75,50,79,80,80,76,75,76,77,82,80,82,77,78,70,83,75,70,72,74,80,80,70,67,50,68,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,23,75,United States,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,8,0,,0
1010,Ela Jones,ELA JONES,0,0,0,0,0,0,0,0,0,0,0,1,12,183,R,B,4,4,75,32,76,75,82,84,71,75,74,81,68,70,71,72,70,80,80,71,78,68,82,77,80,71,50,60,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,81,United States,4,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,9,0,,0
1011,Singo,S  I  N  G  O,0,0,0,0,0,0,0,0,0,0,0,1,12,185,R,B,5,5,77,29,83,76,74,70,75,72,72,65,68,64,60,63,80,78,77,63,55,86,75,74,82,70,50,74,5,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,89,United States,2,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,11,0,,0
1012,Woole,W  O  O  L  E,0,0,0,0,0,0,0,0,0,0,0,1,12,173,R,B,5,5,78,39,72,86,81,82,84,79,75,75,72,70,69,69,78,81,78,58,67,78,81,75,80,72,50,70,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,73,United States,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,16,0,,0
1013,Abbondanzieri,P  A  T  O,1,0,0,0,0,0,0,0,0,0,0,0,0,186,R,B,5,5,45,86,84,65,65,70,85,73,63,60,65,56,85,82,45,78,50,60,55,48,81,59,70,80,83,80,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,1,1,4,34,89,Argentina,2,1,3,0,0,0,0,0,0,0,0,0,0,0,N,None,1,0,PFC CSKA Moskva,13
1014,Ayala,A  Y  A  L  A,0,1,1,1,0,0,0,0,0,0,0,0,3,177,R,R,5,4,62,93,81,81,80,76,82,79,72,71,72,73,75,69,62,80,68,56,52,85,99,75,58,90,50,83,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,33,75,Argentina,1,1,11,0,0,0,0,0,0,0,0,0,0,0,N,None,2,0,Fenerbahçe SK,4
1015,Heinze,H E I N Z E,0,0,1,1,0,0,0,0,0,0,0,0,3,178,L,L,5,5,68,85,83,86,78,77,86,80,70,73,75,82,82,83,67,85,73,75,78,85,86,76,68,78,50,75,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,A,1,1,1,1,28,71,Argentina,1,1,13,-4,0,0,0,0,0,0,0,0,0,0,N,None,6,0,Manchester City FC,4
1016,Burdisso,BURDISSO,0,1,1,1,0,0,0,0,0,0,0,0,3,182,R,B,6,6,58,82,80,80,76,74,78,74,70,68,75,73,76,74,62,72,68,62,64,84,83,73,63,69,50,78,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,A,1,1,1,1,25,81,Argentina,1,2,24,0,-3,0,3,1,0,0,2,3,2,-2,N,None,21,0,ACF Fiorentina,3
1017,Sorín,S  O  R  I  N,0,0,0,1,0,1,1,1,0,0,0,0,6,173,L,L,5,4,75,66,71,93,82,76,87,82,73,74,72,75,72,75,67,77,74,60,61,85,88,75,86,81,50,92,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,30,69,Argentina,1,1,15,2,0,0,0,0,0,0,0,0,0,0,N,None,3,0,Galatasaray A^,12
1018,Mascherano,MASCHERANO,0,0,0,0,1,0,0,1,0,0,0,0,5,178,R,R,6,5,70,78,77,86,80,80,83,81,78,77,82,72,80,70,68,78,65,66,65,68,75,80,60,75,50,82,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,22,77,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,8,0,Hull City AFC,16
1019,Cambiasso,CAMBIASSO,0,0,0,0,1,0,1,0,0,0,0,0,5,178,L,B,5,4,75,79,75,92,75,76,76,77,85,76,89,80,84,75,75,85,73,78,77,81,79,85,66,75,50,82,8,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,A,1,1,3,1,26,73,Argentina,1,1,9,-2,0,0,0,0,0,0,0,0,0,0,N,None,5,0,ACF Fiorentina,19
1020,Maxi Rodríguez,M. RODRIGUEZ,0,0,0,0,0,0,0,1,1,0,1,1,8,174,R,B,5,5,81,50,74,80,83,85,77,82,83,81,76,76,78,81,81,86,79,81,78,69,75,84,80,70,50,71,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,4,1,1,1,25,73,Argentina,2,2,8,0,0,0,0,0,0,0,0,0,0,0,N,None,18,0,FC Zenit,11
1021,Riquelme,R  O  M  A  N,0,0,0,0,0,0,0,0,1,0,0,0,9,182,R,B,6,5,83,52,82,77,74,73,80,71,91,73,98,94,91,86,83,84,81,87,87,70,71,93,75,73,50,80,8,5,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,A,3,2,1,1,28,79,Argentina,3,1,2,1,2,0,1,1,1,0,0,0,-2,4,N,None,10,0,Galatasaray A^,8
1022,Saviola,S A V I O L A,0,0,0,0,0,0,0,0,0,0,1,1,12,168,R,B,5,5,87,42,80,80,86,90,93,95,90,90,73,75,72,75,82,81,86,68,66,73,81,85,90,65,50,73,6,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,4,1,1,1,24,60,Argentina,1,1,7,0,-2,0,1,1,2,0,1,1,0,-1,N,None,7,0,Lille OSC,22
1023,Crespo,C R E S P O,0,0,0,0,0,0,0,0,0,0,0,1,12,184,R,B,6,6,92,40,88,82,75,77,94,74,80,70,76,75,73,73,95,84,96,66,68,93,85,88,85,72,50,86,7,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,1,2,1,1,31,78,Argentina,1,1,3,-2,-2,3,3,2,1,1,0,2,0,0,N,None,9,0,ACF Fiorentina,11
1024,Leo Franco,LEO FRANCO,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,85,80,65,72,73,87,71,45,42,43,45,61,70,43,77,41,44,42,40,82,45,60,72,83,74,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,79,Argentina,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,12,0,FC Zenit,25
1025,Ustari,U S T A R I,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,35,80,84,63,72,70,88,70,50,45,53,53,66,76,40,78,42,46,40,38,79,52,63,70,78,68,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,79,Argentina,1,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,23,0,,0
1026,G. Milito,M I L I T O,0,1,1,0,0,0,0,0,0,0,0,0,3,176,L,B,6,5,62,86,81,83,81,77,83,79,72,70,76,78,78,82,66,84,67,73,70,80,94,77,65,77,50,78,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,A,1,1,1,1,26,70,Argentina,1,2,22,0,0,0,0,0,0,0,0,0,0,0,R,White,15,0,Trabzonspor A^,6
1027,Coloccini,COLOCCINI,0,0,1,1,1,0,0,0,0,0,0,0,3,183,R,R,5,5,63,84,85,82,73,69,75,72,74,69,71,72,73,76,66,78,70,63,58,84,88,74,64,72,50,72,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,24,78,Argentina,1,1,14,-2,0,0,0,0,0,0,0,0,0,0,N,None,4,0,Paris Saint-Germain FC,5
1028,Cufre,C  U  F  R  E,0,0,1,1,0,1,0,0,0,0,0,0,4,176,R,B,6,6,63,74,80,87,80,83,85,81,72,74,69,71,69,74,62,83,68,73,65,69,86,72,65,73,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,1,8,1,1,28,76,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,17,0,Granada CF,25
1029,Lucho González,L  U  C  H  O,0,0,0,0,1,1,1,1,1,0,0,0,8,185,R,B,5,5,75,63,81,84,84,78,77,81,83,81,77,76,82,80,74,83,73,73,68,70,72,81,74,72,50,89,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,25,75,Argentina,3,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,22,0,Maccabi Tel-Aviv FC,8
1030,Scaloni,S C A L O N I,0,0,0,1,1,0,0,1,0,0,0,0,8,182,R,R,6,5,73,71,79,83,80,76,72,75,77,76,74,77,77,78,73,87,67,63,66,70,73,74,75,76,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,80,Argentina,1,2,23,0,-2,0,1,1,2,0,1,1,0,-1,N,None,13,0,Paris Saint-Germain FC,93
1031,Aimar,A  I  M  A  R,0,0,0,0,0,0,0,0,1,0,1,0,9,170,R,B,5,5,82,45,72,78,85,86,78,87,91,88,92,84,84,81,80,83,81,77,78,72,83,92,78,73,50,77,7,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,2,2,1,1,26,62,Argentina,1,1,4,-2,0,0,0,0,0,0,0,0,0,0,N,None,16,0,Trabzonspor A^,8
1032,<L 1032>,,0,0,0,0,0,0,0,0,0,1,1,0,11,175,R,B,6,5,80,40,73,83,84,83,70,80,86,81,72,74,72,75,75,82,78,65,60,65,75,80,84,65,50,60,2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,4,1,1,1,24,66,Argentina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,14,0,AFC Ajax,14
1033,Messi,M  E  S  S  I,0,0,0,0,0,0,0,0,1,0,1,0,11,170,L,B,5,3,79,49,81,80,85,90,80,94,90,92,78,73,76,72,77,75,80,71,74,67,74,85,88,71,50,75,5,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,4,1,1,1,19,66,Argentina,1,1,16,0,0,0,0,0,0,0,0,0,0,0,N,None,19,0,Lille OSC,19
1034,Tevez,T  E  V  E  Z,0,0,0,0,0,0,0,0,0,0,1,1,11,170,R,B,6,5,84,43,89,85,82,84,80,86,88,87,80,79,78,77,81,83,86,79,78,68,78,87,82,75,50,76,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,4,2,1,1,22,73,Argentina,3,1,3,-2,0,0,0,0,0,0,0,0,0,0,N,None,11,0,Hull City AFC,32
1035,Cruz,C  R  U  Z,0,0,0,0,0,0,0,0,1,0,1,1,12,190,R,B,7,6,86,49,83,82,74,75,83,72,80,73,76,77,72,72,84,86,84,85,81,85,78,82,72,74,50,85,6,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,76,Argentina,2,2,3,-2,0,0,0,0,0,0,0,0,0,0,N,None,20,0,ACF Fiorentina,9
1036,Dida,D  I  D  A,1,0,0,0,0,0,0,0,0,0,0,0,0,195,L,B,3,4,30,95,87,60,67,68,97,73,43,45,45,50,47,57,48,83,48,45,45,42,85,46,51,77,88,78,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A,1,1,1,3,33,85,Brazil,3,1,13,1,-2,0,0,0,0,0,0,0,0,4,N,None,1,0,Juventus FC,1
1037,Lúcio,L  U  C  I  O,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,5,5,75,88,91,85,80,75,85,78,79,83,77,77,75,75,69,89,72,71,73,87,80,80,79,75,50,77,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,B,1,1,1,1,28,84,Brazil,2,1,5,-1,0,0,1,1,0,0,0,-1,-2,2,N,None,3,0,PAOK FC,3
1038,Juan,J  U  A  N,0,0,1,1,0,0,0,0,0,0,0,0,3,182,R,R,5,5,66,76,82,81,81,76,86,74,74,76,73,71,70,67,65,77,68,54,50,77,84,70,77,71,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,78,Brazil,4,2,3,0,2,0,1,1,1,0,0,0,-2,4,N,None,4,0,,0
1039,Cafu,C  A  F  U,0,0,0,1,0,1,0,1,0,0,0,0,4,176,R,R,5,5,76,62,77,96,85,80,75,78,83,86,76,77,79,77,65,84,64,65,76,70,73,80,83,75,50,89,6,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,36,75,Brazil,3,1,6,-2,0,0,1,1,2,1,1,2,1,-1,N,None,2,0,Juventus FC,2
